Unclothed,a.,Divested or stripped of clothing.
Unconcerned,a.,"Not concerned; not anxious or solicitous; easy in mind; carelessly secure; indifferent; as, to be unconcerned at what has happened; to be unconcerned about the future."
Unconsidered,a.,Not considered or attended to; not regarded; inconsiderable; trifling.
Uncouth,a.,Unknown.
Unctuous,a.,Of the nature or quality of an unguent or ointment; fatty; oily; greasy.
Unde,a.,"Waving or wavy; -- applied to ordinaries, or division lines."
Under,prep.,"Denoting relation to some thing or person that is superior, weighs upon, oppresses, bows down, governs, directs, influences powerfully, or the like, in a relation of subjection, subordination, obligation, liability, or the like; as, to travel under a heavy load; to live under extreme oppression; to have fortitude under the evils of life; to have patience under pain, or under misfortunes; to behave like a Christian under reproaches and injuries; under the pains and penalties of the law; the condition under which one enters upon an office; under the necessity of obeying the laws; under vows of chastity."
Undercharge,v. t.,"To charge below or under; to charge less than is usual or suitable fro; as, to undercharge goods or services."
Underdrain,v. t.,"To drain by forming an underdrain or underdrains in; as, to underdrain land."
Undergore,v. t.,To gore underneath.
Underjoin,v. t.,To join below or beneath; to subjoin.
Undermanned,a.,Insufficiently furnished with men; short-handed.
Underpinning,n.,"The act of one who underpins; the act of supporting by stones, masonry, or the like."
Undersell,v. t.,To sell the same articles at a lower price than; to sell cheaper than.
Underspore,v. t.,"To raise with a spar, or piece of wood, used as a lever."
Understudy,n.,One who studies another's part with a view to assuming it in an emergency.
Undertow,n.,The current that sets seaward near the bottom when waves are breaking upon the shore.
Underworld,n.,The portion of the world which is below the horizon; the opposite side of the world; the antipodes.
Undirected,a.,Not directed; not guided; left without direction.
Undouble,v. t.,"To unfold, or render single."
Undulation,n.,The pulsation caused by the vibrating together of two tones not quite in unison; -- called also beat.
Unelasticity,n.,Inelasticity.
Unessential,n.,"Something not constituting essence, or something which is not of absolute necessity; as, forms are among the unessentials of religion."
Unfailing,a.,Not failing; not liable to fail; inexhaustible; certain; sure.
Unfit,v. t.,"To make unsuitable or incompetent; to deprive of the strength, skill, or proper qualities for anything; to disable; to incapacitate; to disqualify; as, sickness unfits a man for labor; sin unfits us for the society of holy beings."
Unfraught,a.,Not fraught; not burdened.
Ungifted,a.,"Being without gifts, especially native gifts or endowments."
Ungual,a.,"Having a nail, claw, or hoof attached; -- said of certain bones of the feet."
Ungulous,a.,Same as Ungulate.
Unheard,a.,Not known to fame; not illustrious or celebrated; obscure.
Unhoused,a.,Driven from a house; deprived of shelter.
Unicursal,a.,That can be passed over in a single course; -- said of a curve when the coordinates of the point on the curve can be expressed as rational algebraic functions of a single parameter /.
Unifying,p. pr. & vb. n.,of Unify
Union,n.,"Agreement and conjunction of mind, spirit, will, affections, or the like; harmony; concord."
Unisexual,a.,"Having one sex only, as plants which have the male and female flowers on separate individuals, or animals in which the sexes are in separate individuals; di/cious; -- distinguished from bisexual, or hermaphrodite. See Di/cious."
Unite,v. i.,"To join in an act; to concur; to act in concert; as, all parties united in signing the petition."
Universal,n.,"A general abstract conception, so called from being universally applicable to, or predicable of, each individual or species contained under it."
Unjoin,v. t.,To disjoin.
Unknot,v. t.,To free from knots; to untie.
Unlay,v. t.,"To untwist; as, to unlay a rope."
Unload,v. t.,"To take the load from; to discharge of a load or cargo; to disburden; as, to unload a ship; to unload a beast."
Unmagistrate,v. t.,To divest of the office or authority of a magistrate.
Unmercied,a.,Unmerciful; merciless.
Unnature,v. t.,To change the nature of; to invest with a different or contrary nature.
Unordinate,a.,Disorderly; irregular; inordinate.
Unpaved,a.,Not paved; not furnished with a pavement.
Unpitious,a.,Destitute of pity; pitiless.
Unpope,v. t.,To deprive of a pope.
Unproficiency,n.,Want of proficiency or improvement.
Unravel,v. i.,"To become unraveled, in any sense."
Unremembrance,n.,Want of remembrance; forgetfulness.
Unrighteous,a.,"Not righteous; evil; wicked; sinful; as, an unrighteous man."
Unruliness,n.,Quality or state unruly.
Unsoutcheoned,a.,Destitute of an escutcheon.
Unseparable,a.,Inseparable.
Unshipment,n.,"The act of unshipping, or the state of being unshipped; displacement."
Unsocket,v. t.,To loose or take from a socket.
Unsquire,v. t.,To divest of the title or privilege of an esquire.
Unsubstantial,a.,Lacking in matter or substance; visionary; chimerical.
Untangibility,n.,Intangibility.
Unthriftily,adv.,Improperly; unbecomingly.
Untooth,v. t.,To take out the teeth of.
Untrustful,a.,Not to be trusted; not trusty.
Unvicar,v. t.,To deprive of the position or office a vicar.
Unweighed,a.,"Not weighed; not pondered or considered; as, an unweighed statement."
Unwork,v. t.,"To undo or destroy, as work previously done."
Up,prep.,Upon.
Upcast,v. t.,To taunt; to reproach; to upbraid.
Uphill,adv.,"Upwards on, or as on, a hillside; as, to walk uphill."
Up-line,n.,A line or track leading from the provinces toward the metropolis or a principal terminus; the track upon which up-trains run. See Up-train.
Uprising,n.,An insurrection; a popular revolt.
Upsoar,v. i.,To soar or mount up.
Uptear,v. t.,To tear up.
Ural-Altaic,a.,"Of or pertaining to the Urals and the Altai; as the Ural-Altaic, or Turanian, languages."
Uranoscopy,n.,Observation of the heavens or heavenly bodies.
Urchon,n.,"The urchin, or hedgehog."
Urge,v. t.,"To present in an urgent manner; to press upon attention; to insist upon; as, to urge an argument; to urge the necessity of a case."
Urn,n.,"A vessel of various forms, usually a vase furnished with a foot or pedestal, employed for different purposes, as for holding liquids, for ornamental uses, for preserving the ashes of the dead after cremation, and anciently for holding lots to be drawn."
Urohyal,n.,A urohyal bone or cartilage.
Ursuline,n.,"One of an order of nuns founded by St. Angela Merici, at Brescia, in Italy, about the year 1537, and so called from St. Ursula, under whose protection it was placed. The order was introduced into Canada as early as 1639, and into the United States in 1727. The members are devoted entirely to education."
Use,v. t.,Continued or repeated practice; customary employment; usage; custom; manner; habit.
Usquebaugh,a.,A compound distilled spirit made in Ireland and Scotland; whisky.
Usurpation,n.,Use; usage; custom.
Utilization,n.,"The act of utilizing, or the state of being utilized."
Utter,a.,"Situated on the outside, or extreme limit; remote from the center; outer."
Uvrou,n.,See Euphroe.
Vacate,v. t.,To defeat; to put an end to.
Vacuate,v. t.,"To make void, or empty."
Vagal,a.,"Of or pertaining to the vagus, or pneumogastric nerves; pneumogastric."
Vagrant,a.,"Wandering from place to place without any settled habitation; as, a vagrant beggar."
Vainness,n.,The quality or state of being vain.
Valerian,n.,"Any plant of the genus Valeriana. The root of the officinal valerian (V. officinalis) has a strong smell, and is much used in medicine as an antispasmodic."
Validity,n.,"The quality or state of being valid; strength; force; especially, power to convince; justness; soundness; as, the validity of an argument or proof; the validity of an objection."
Valsalvian,a.,"Of or pertaining to Valsalva, an Italian anatomist of the 17th century."
Valve,n.,"A lid, plug, or cover, applied to an aperture so that by its movement, as by swinging, lifting and falling, sliding, turning, or the like, it will open or close the aperture to permit or prevent passage, as of a fluid."
Vampirism,n.,Fig.: The practice of extortion.
Vane,n.,"One of the sights of a compass, quadrant, etc."
Vanquishing,p. pr. & vb. n.,of Vanquish
Vaporable,a.,Capable of being converted into vapor by the agency of heat; vaporizable.
Varangian,n.,"One of the Northmen who founded a dynasty in Russia in the 9th century; also, one of the Northmen composing, at a later date, the imperial bodyguard at Constantinople."
Varicose,a.,"Irregularly swollen or enlarged; affected with, or containing, varices, or varicosities; of or pertaining to varices, or varicosities; as, a varicose nerve fiber; a varicose vein; varicose ulcers."
Varioloid,a.,The smallpox as modified by previous inoculation or vaccination.
Varying,p. pr. & vb. n.,of Vary
Vasoconstrictor,a.,"Causing constriction of the blood vessels; as, the vasoconstrictor nerves, stimulation of which causes constriction of the blood vessels to which they go.  These nerves are also called vasohypertonic."
Vasum,n.,"A genus including several species of large marine gastropods having massive pyriform shells, with conspicuous folds on the columella."
Vaulted,imp. & p. p.,of Vault
Vavasory,n.,"The quality or tenure of the fee held by a vavasor; also, the lands held by a vavasor."
Vegetal,n.,A vegetable.
Vehicled,a.,Conveyed in a vehicle; furnished with a vehicle.
Veined,a.,"Full of veins; streaked; variegated; as, veined marble."
Velocimeter,n.,"An apparatus for measuring speed, as of machinery or vessels, but especially of projectiles."
Venae cavae,pl. ,of Vena
Vends,n. pl.,See Wends.
Venereal,a.,"Consisting of, or pertaining to, copper, formerly called by chemists Venus."
Venom,n.,To infect with venom; to envenom; to poison.
Venter,n.,"A belly, or protuberant part; a broad surface; as, the venter of a muscle; the venter, or anterior surface, of the scapula."
Ventricle,n.,"Fig.: Any cavity, or hollow place, in which any function may be conceived of as operating."
Venturer,n.,A strumpet; a prostitute.
Verbal,a.,Abounding with words; verbose.
Verd,n.,Greenness; freshness.
Verge,n.,"A rod or staff, carried as an emblem of authority; as, the verge, carried before a dean."
Verifier,n.,"One who, or that which, verifies."
Vermicular,a.,"Of or pertaining to a worm or worms; resembling a worm; shaped like a worm; especially, resembling the motion or track of a worm; as, the vermicular, or peristaltic, motion of the intestines.  See Peristaltic."
Verminly,a. & adv.,Resembling vermin; in the manner of vermin.
Veronica,n.,A genus scrophulariaceous plants; the speedwell.  See Speedwell.
Verse,v. i.,To make verses; to versify.
Vert,n.,"Everything that grows, and bears a green leaf, within the forest; as, to preserve vert and venison is the duty of the verderer."
Verticality,n.,The quality or state of being vertical; verticalness.
Vesicant,n.,A vesicatory.
Vesperal,a.,Vesper; evening.
Vest,n.,"To invest; to put; as, to vest money in goods, land, or houses."
Vestryman,n.,"A member of a vestry; especially (Prot. Epis. Ch.), a member other than a warden.  See Vestry."
Vetturino,n.,A vettura.
Via,prep.,"By the way of; as, to send a letter via Queenstown to London."
Vibrate,v. t.,"To mark or measure by moving to and fro; as, a pendulum vibrating seconds."
Vicarious,prep.,"Acting of suffering for another; as, a vicarious agent or officer."
